Tree ID,Species Name,DBH,Structural Value,Carbon Storage,,"Gross Carbon
Sequestration",,Avoided Runoff,,Carbon Avoided,,Pollution Removal,,"Energy
Savings","Total Annual
Benefits",xCoordinate,yCoordinate,Comments
,,(in),($),(lb),($),(lb/yr),($/yr),(ft³/yr),($/yr),(lb/yr),($/yr),(oz/yr),($/yr),($/yr),($/yr),,,
7230,Norway maple,11.60,1505.30,427.40,27.72,12.80,0.83,29.10,1.95,N/A,N/A,13.40,1.48,N/A,4.26,42.79,-86.07,
7231,Norway maple,27.50,7877.30,2996.00,194.33,38.40,2.49,66.30,4.43,N/A,N/A,30.50,3.37,N/A,10.29,42.79,-86.07,
7232,Norway maple,23.20,5642.81,2040.30,132.34,30.90,2.01,56.60,3.78,N/A,N/A,26.00,2.88,N/A,8.67,42.79,-86.07,
7233,Norway maple,23.10,5582.54,2014.80,130.68,30.70,1.99,56.30,3.76,N/A,N/A,25.90,2.87,N/A,8.62,42.79,-86.07,
7234,Norway maple,24.40,6228.26,2286.50,148.31,33.00,2.14,59.40,3.97,N/A,N/A,27.30,3.02,N/A,9.13,42.79,-86.07,
7235,Norway maple,15.70,2652.53,845.10,54.81,18.80,1.22,39.30,2.63,N/A,N/A,18.10,2.00,N/A,5.84,42.79,-86.07,
7236,Norway maple,2.20,65.25,10.30,0.67,1.60,0.11,3.00,0.20,N/A,N/A,1.40,0.15,N/A,0.46,42.78,-86.06,
7237,Norway maple,2.60,69.35,15.00,0.97,2.00,0.13,3.60,0.24,N/A,N/A,1.60,0.18,N/A,0.55,42.78,-86.06,
7238,Norway maple,3.40,118.59,27.20,1.77,2.80,0.18,4.90,0.33,N/A,N/A,2.20,0.25,N/A,0.76,42.79,-86.06,
7239,Norway maple,16.30,2849.32,919.60,59.65,19.70,1.28,40.10,2.68,N/A,N/A,18.40,2.04,N/A,6.00,42.80,-86.06,
7240,Norway maple,20.80,4560.46,1594.00,103.39,26.90,1.75,50.50,3.37,N/A,N/A,23.20,2.57,N/A,7.69,42.78,-86.12,
7241,Norway maple,18.00,3446.96,1150.20,74.61,22.40,1.45,42.10,2.81,N/A,N/A,19.30,2.14,N/A,6.40,42.78,-86.12,
7242,Norway maple,19.60,4063.57,1394.00,90.42,24.90,1.62,43.00,2.88,N/A,N/A,19.80,2.19,N/A,6.68,42.78,-86.12,
7243,Norway maple,17.60,3301.01,1093.40,70.92,21.80,1.41,41.70,2.79,N/A,N/A,19.20,2.12,N/A,6.32,42.78,-86.12,
7244,Norway maple,17.80,3373.58,1121.80,72.76,22.10,1.43,41.90,2.80,N/A,N/A,19.30,2.13,N/A,6.37,42.78,-86.12,
7245,Norway maple,19.70,4103.85,1410.00,91.46,25.10,1.63,43.00,2.88,N/A,N/A,19.80,2.19,N/A,6.70,42.78,-86.12,
7246,Norway maple,13.10,1885.05,562.00,36.45,15.00,0.97,33.40,2.23,N/A,N/A,15.40,1.70,N/A,4.91,42.78,-86.12,
7247,Norway maple,16.50,2916.55,945.00,61.30,20.00,1.30,40.30,2.70,N/A,N/A,18.60,2.05,N/A,6.05,42.78,-86.12,
7248,Norway maple,15.70,2652.53,845.40,54.84,18.80,1.22,39.30,2.63,N/A,N/A,18.10,2.00,N/A,5.85,42.78,-86.12,
7249,Norway maple,19.80,4144.34,1426.60,92.54,25.30,1.64,43.10,2.88,N/A,N/A,19.80,2.19,N/A,6.71,42.78,-86.12,
7250,Norway maple,18.20,3521.17,1179.00,76.47,22.70,1.47,42.20,2.82,N/A,N/A,19.40,2.15,N/A,6.44,42.78,-86.12,
7251,Norway maple,11.80,1553.27,444.10,28.81,13.10,0.85,29.90,2.00,N/A,N/A,13.70,1.52,N/A,4.36,42.78,-86.12,
7252,Norway maple,10.70,1299.60,356.30,23.11,11.60,0.75,26.20,1.75,N/A,N/A,12.10,1.33,N/A,3.84,42.78,-86.12,
7253,Norway maple,8.10,798.60,190.50,12.36,8.20,0.53,17.50,1.17,N/A,N/A,8.00,0.89,N/A,2.59,42.78,-86.12,
7254,Norway maple,14.60,2310.91,717.50,46.54,17.20,1.11,37.20,2.48,N/A,N/A,17.10,1.89,N/A,5.49,42.78,-86.12,
7255,Norway maple,26.10,7108.17,2661.70,172.64,35.90,2.33,63.30,4.23,N/A,N/A,29.10,3.22,N/A,9.79,42.78,-86.12,
7256,Norway maple,16.80,3018.94,984.60,63.86,20.50,1.33,40.80,2.73,N/A,N/A,18.80,2.08,N/A,6.14,42.78,-86.12,
7257,Norway maple,15.00,2432.26,762.40,49.45,17.80,1.15,37.90,2.53,N/A,N/A,17.40,1.93,N/A,5.61,42.78,-86.12,
7258,Norway maple,13.30,1939.16,581.80,37.73,15.30,0.99,34.20,2.29,N/A,N/A,15.70,1.74,N/A,5.01,42.78,-86.11,
7259,Norway maple,17.20,3158.34,1038.60,67.37,21.10,1.37,41.40,2.77,N/A,N/A,19.00,2.11,N/A,6.24,42.78,-86.11,
7260,Norway maple,7.10,642.81,141.70,9.19,6.90,0.45,14.20,0.95,N/A,N/A,6.50,0.72,N/A,2.11,42.78,-86.11,
7261,Norway maple,7.70,733.82,170.20,11.04,7.70,0.50,16.30,1.09,N/A,N/A,7.50,0.83,N/A,2.42,42.77,-86.12,
7262,Norway maple,10.10,1171.68,313.00,20.30,10.80,0.70,24.30,1.63,N/A,N/A,11.20,1.24,N/A,3.56,42.77,-86.12,
7263,Norway maple,14.30,2222.05,684.80,44.42,16.70,1.08,36.50,2.44,N/A,N/A,16.80,1.86,N/A,5.38,42.77,-86.12,
7264,Norway maple,19.50,4023.49,1378.10,89.39,24.80,1.61,43.00,2.87,N/A,N/A,19.80,2.19,N/A,6.67,42.77,-86.12,
7265,Norway maple,8.20,815.31,195.80,12.70,8.30,0.54,17.80,1.19,N/A,N/A,8.20,0.91,N/A,2.64,42.77,-86.12,
7266,Norway maple,11.70,1529.18,435.60,28.26,13.00,0.84,29.50,1.97,N/A,N/A,13.60,1.50,N/A,4.31,42.77,-86.12,
7267,Norway maple,13.20,1912.00,571.60,37.07,15.10,0.98,33.70,2.26,N/A,N/A,15.50,1.72,N/A,4.95,42.77,-86.12,
7268,Norway maple,8.60,884.18,217.90,14.14,8.80,0.57,19.00,1.27,N/A,N/A,8.80,0.97,N/A,2.81,42.77,-86.12,
7269,Norway maple,8.70,901.92,223.80,14.52,8.90,0.58,19.60,1.31,N/A,N/A,9.00,1.00,N/A,2.88,42.77,-86.12,
7270,Norway maple,17.60,3301.01,1093.40,70.92,21.80,1.41,41.70,2.79,N/A,N/A,19.20,2.12,N/A,6.32,42.77,-86.12,
7271,Norway maple,25.80,6948.59,2593.90,168.25,35.40,2.30,62.80,4.20,N/A,N/A,28.90,3.19,N/A,9.69,42.77,-86.12,
7272,Norway maple,9.70,1090.51,285.60,18.53,10.20,0.66,22.80,1.53,N/A,N/A,10.50,1.16,N/A,3.35,42.77,-86.12,
7273,Norway maple,6.80,474.37,128.70,8.35,6.60,0.43,13.50,0.90,N/A,N/A,6.20,0.68,N/A,2.01,42.77,-86.12,
7274,Norway maple,10.80,1321.63,363.90,23.61,11.70,0.76,26.60,1.78,N/A,N/A,12.30,1.36,N/A,3.90,42.77,-86.12,
7275,Norway maple,7.50,702.67,160.40,10.40,7.40,0.48,15.70,1.05,N/A,N/A,7.20,0.80,N/A,2.33,42.77,-86.12,
7276,Norway maple,21.30,4776.22,1682.50,109.13,27.70,1.80,52.00,3.48,N/A,N/A,23.90,2.65,N/A,7.93,42.77,-86.12,
7277,Norway maple,13.70,2049.86,621.70,40.32,15.80,1.03,35.10,2.34,N/A,N/A,16.10,1.78,N/A,5.15,42.77,-86.12,
7278,Norway maple,13.30,1939.16,581.50,37.72,15.20,0.99,34.10,2.28,N/A,N/A,15.70,1.74,N/A,5.01,42.77,-86.12,
7279,Norway maple,14.40,2251.46,695.20,45.09,16.90,1.09,36.50,2.44,N/A,N/A,16.80,1.86,N/A,5.39,42.77,-86.12,
7280,Norway maple,6.80,474.37,128.50,8.34,6.50,0.42,13.20,0.88,N/A,N/A,6.10,0.67,N/A,1.98,42.77,-86.12,
7281,Norway maple,14.20,2192.84,673.90,43.71,16.60,1.07,36.20,2.42,N/A,N/A,16.70,1.84,N/A,5.34,42.77,-86.12,
7282,Norway maple,11.40,1458.15,411.10,26.66,12.50,0.81,28.50,1.91,N/A,N/A,13.10,1.45,N/A,4.17,42.77,-86.12,
7283,Norway maple,11.50,1481.63,419.10,27.18,12.70,0.82,28.70,1.92,N/A,N/A,13.20,1.46,N/A,4.20,42.77,-86.12,
7284,Norway maple,9.10,974.89,247.40,16.05,9.40,0.61,20.80,1.39,N/A,N/A,9.60,1.06,N/A,3.06,42.77,-86.12,
7285,Norway maple,9.70,1090.51,285.60,18.53,10.20,0.66,22.80,1.53,N/A,N/A,10.50,1.16,N/A,3.35,42.77,-86.12,
7286,Norway maple,6.30,407.18,108.40,7.03,6.00,0.39,11.90,0.80,N/A,N/A,5.50,0.61,N/A,1.79,42.77,-86.12,
7287,Norway maple,22.50,5314.93,1903.80,123.48,29.70,1.93,55.00,3.67,N/A,N/A,25.30,2.80,N/A,8.40,42.77,-86.12,
7288,Norway maple,16.80,3018.94,984.60,63.86,20.50,1.33,40.80,2.73,N/A,N/A,18.80,2.08,N/A,6.14,42.78,-86.11,
7289,Norway maple,15.10,2463.12,774.10,50.21,17.90,1.16,38.20,2.55,N/A,N/A,17.60,1.94,N/A,5.66,42.78,-86.11,
7290,Norway maple,14.30,2222.05,684.80,44.42,16.70,1.08,36.50,2.44,N/A,N/A,16.80,1.86,N/A,5.38,42.78,-86.11,
7291,Norway maple,14.30,2222.05,684.50,44.40,16.70,1.08,36.40,2.43,N/A,N/A,16.70,1.85,N/A,5.37,42.78,-86.11,
7292,Norway maple,14.20,2192.84,674.20,43.73,16.60,1.07,36.40,2.43,N/A,N/A,16.70,1.85,N/A,5.36,42.78,-86.11,
7293,Norway maple,20.10,4267.02,1475.60,95.71,25.80,1.67,43.20,2.88,N/A,N/A,19.80,2.20,N/A,6.75,42.78,-86.11,
7294,Norway maple,21.50,4863.95,1718.20,111.45,28.10,1.82,52.30,3.50,N/A,N/A,24.10,2.66,N/A,7.98,42.78,-86.11,
7295,Norway maple,2.00,65.25,8.30,0.54,1.50,0.09,2.70,0.18,N/A,N/A,1.20,0.14,N/A,0.41,42.78,-86.11,
7296,Norway maple,27.60,7933.77,3019.80,195.88,38.60,2.50,66.30,4.43,N/A,N/A,30.50,3.37,N/A,10.30,42.78,-86.11,
7297,Norway maple,14.00,2135.03,652.90,42.35,16.30,1.06,35.90,2.40,N/A,N/A,16.50,1.83,N/A,5.28,42.77,-86.12,
7298,Norway maple,18.60,3672.04,1238.70,80.35,23.30,1.51,42.50,2.84,N/A,N/A,19.60,2.16,N/A,6.52,42.77,-86.12,
7299,Norway maple,12.10,1626.76,469.80,30.47,13.50,0.88,30.50,2.04,N/A,N/A,14.00,1.55,N/A,4.47,42.78,-86.11,
7300,Norway maple,16.30,2849.32,920.00,59.67,19.70,1.28,40.20,2.69,N/A,N/A,18.50,2.05,N/A,6.02,42.78,-86.11,
7301,Norway maple,7.80,749.71,175.00,11.35,7.80,0.50,16.50,1.10,N/A,N/A,7.60,0.84,N/A,2.45,42.78,-86.11,
7302,Norway maple,11.40,1458.15,410.80,26.65,12.50,0.81,28.40,1.90,N/A,N/A,13.10,1.45,N/A,4.16,42.78,-86.11,
7303,Norway maple,15.50,2588.57,820.90,53.25,18.50,1.20,38.80,2.59,N/A,N/A,17.80,1.97,N/A,5.77,42.78,-86.11,
7304,Norway maple,9.00,956.34,241.40,15.66,9.30,0.60,20.50,1.37,N/A,N/A,9.40,1.04,N/A,3.01,42.77,-86.11,
7305,Norway maple,9.10,974.89,247.50,16.06,9.40,0.61,20.80,1.39,N/A,N/A,9.60,1.06,N/A,3.06,42.77,-86.11,
7306,Norway maple,15.60,2620.44,833.10,54.04,18.70,1.21,39.10,2.61,N/A,N/A,18.00,1.99,N/A,5.81,42.78,-86.11,
7307,Norway maple,13.30,1939.16,581.80,37.73,15.30,0.99,34.20,2.29,N/A,N/A,15.70,1.74,N/A,5.01,42.78,-86.11,
7308,Norway maple,16.20,2816.00,907.00,58.83,19.60,1.27,40.00,2.68,N/A,N/A,18.40,2.04,N/A,5.98,42.78,-86.11,
7309,Norway maple,10.30,1213.50,327.20,21.22,11.00,0.72,25.10,1.68,N/A,N/A,11.60,1.28,N/A,3.67,42.78,-86.11,
7310,Norway maple,13.30,1939.16,581.50,37.72,15.20,0.99,34.10,2.28,N/A,N/A,15.70,1.74,N/A,5.01,42.78,-86.11,
7311,Norway maple,9.20,993.65,253.70,16.46,9.60,0.62,21.20,1.42,N/A,N/A,9.80,1.08,N/A,3.12,42.78,-86.11,
7312,Norway maple,11.60,1505.30,427.40,27.72,12.80,0.83,29.30,1.96,N/A,N/A,13.50,1.49,N/A,4.28,42.78,-86.11,
7313,Norway maple,13.60,2021.88,611.30,39.65,15.70,1.02,34.80,2.33,N/A,N/A,16.00,1.77,N/A,5.11,42.78,-86.11,
7314,Norway maple,12.00,1602.06,461.20,29.92,13.40,0.87,30.30,2.03,N/A,N/A,14.00,1.54,N/A,4.44,42.78,-86.11,
7315,Norway maple,10.20,1192.49,320.00,20.76,10.90,0.71,24.80,1.66,N/A,N/A,11.40,1.26,N/A,3.62,42.78,-86.11,
7316,Norway maple,16.10,2782.90,894.20,58.00,19.40,1.26,39.80,2.66,N/A,N/A,18.30,2.02,N/A,5.94,42.77,-86.11,
7317,Norway maple,13.70,2049.86,621.70,40.32,15.80,1.03,35.10,2.34,N/A,N/A,16.10,1.78,N/A,5.15,42.77,-86.11,
7318,Norway maple,16.30,2849.32,920.00,59.67,19.70,1.28,40.20,2.69,N/A,N/A,18.50,2.05,N/A,6.02,42.77,-86.11,
7319,Norway maple,10.60,1277.76,349.00,22.64,11.40,0.74,26.10,1.74,N/A,N/A,12.00,1.33,N/A,3.81,42.77,-86.11,
7320,Norway maple,8.20,815.31,195.90,12.71,8.30,0.54,18.00,1.20,N/A,N/A,8.30,0.91,N/A,2.65,42.77,-86.11,
7321,Norway maple,2.80,80.43,17.60,1.14,2.20,0.14,3.80,0.26,N/A,N/A,1.80,0.20,N/A,0.59,42.77,-86.11,
7322,Norway maple,21.70,4952.51,1754.30,113.79,28.40,1.84,52.80,3.53,N/A,N/A,24.30,2.69,N/A,8.06,42.77,-86.11,
7323,Norway maple,10.40,1234.72,334.30,21.68,11.20,0.72,25.20,1.68,N/A,N/A,11.60,1.28,N/A,3.69,42.77,-86.11,
7324,Norway maple,11.90,1577.56,452.80,29.37,13.20,0.86,30.10,2.01,N/A,N/A,13.90,1.53,N/A,4.41,42.77,-86.11,
7325,Norway maple,11.40,1458.15,410.80,26.65,12.50,0.81,28.50,1.91,N/A,N/A,13.10,1.45,N/A,4.17,42.77,-86.11,
7326,Norway maple,17.40,3229.26,1065.40,69.10,21.40,1.39,41.40,2.77,N/A,N/A,19.10,2.11,N/A,6.27,42.77,-86.11,
7327,Norway maple,15.30,2525.43,797.50,51.73,18.20,1.18,38.60,2.58,N/A,N/A,17.70,1.96,N/A,5.72,42.77,-86.12,
7328,Norway maple,15.90,2717.30,870.00,56.43,19.10,1.24,39.70,2.65,N/A,N/A,18.20,2.02,N/A,5.91,42.77,-86.12,
7329,Norway maple,17.70,3337.19,1107.30,71.82,21.90,1.42,41.80,2.79,N/A,N/A,19.20,2.13,N/A,6.34,42.77,-86.11,
7330,Norway maple,20.90,4603.20,1611.80,104.55,27.10,1.76,50.70,3.39,N/A,N/A,23.30,2.58,N/A,7.73,42.77,-86.11,
7331,Norway maple,24.60,6328.70,2328.20,151.02,33.30,2.16,59.90,4.00,N/A,N/A,27.60,3.05,N/A,9.22,42.77,-86.11,
7332,Norway maple,21.40,4819.98,1700.30,110.29,27.90,1.81,52.00,3.48,N/A,N/A,23.90,2.65,N/A,7.94,42.77,-86.11,
7333,Norway maple,17.90,3410.17,1135.90,73.68,22.20,1.44,42.00,2.81,N/A,N/A,19.30,2.14,N/A,6.39,42.77,-86.11,
7334,Norway maple,12.50,1727.61,505.70,32.80,14.10,0.91,31.90,2.13,N/A,N/A,14.70,1.62,N/A,4.67,42.77,-86.11,
7335,Norway maple,19.30,3943.96,1346.10,87.32,24.50,1.59,42.90,2.87,N/A,N/A,19.70,2.18,N/A,6.63,42.77,-86.11,
7336,Norway maple,20.60,4475.60,1559.20,101.14,26.60,1.72,50.00,3.34,N/A,N/A,23.00,2.54,N/A,7.60,42.77,-86.11,
7337,Norway maple,21.20,4732.66,1663.70,107.91,27.60,1.79,51.50,3.44,N/A,N/A,23.70,2.62,N/A,7.85,42.77,-86.11,
7338,Norway maple,21.00,4646.15,1629.20,105.67,27.20,1.77,51.00,3.41,N/A,N/A,23.50,2.59,N/A,7.77,42.77,-86.11,
7339,Norway maple,25.10,6583.40,2437.00,158.08,34.20,2.22,61.00,4.08,N/A,N/A,28.10,3.11,N/A,9.40,42.77,-86.11,
7340,Norway maple,17.30,3193.70,1051.70,68.22,21.30,1.38,41.40,2.77,N/A,N/A,19.00,2.11,N/A,6.25,42.77,-86.11,
7341,Norway maple,16.50,2916.55,945.00,61.30,20.00,1.30,40.30,2.70,N/A,N/A,18.60,2.05,N/A,6.05,42.77,-86.11,
7342,Norway maple,15.80,2684.81,857.50,55.62,19.00,1.23,39.40,2.63,N/A,N/A,18.10,2.00,N/A,5.87,42.77,-86.11,
7343,Norway maple,17.40,3229.26,1065.80,69.13,21.40,1.39,41.50,2.78,N/A,N/A,19.10,2.11,N/A,6.28,42.77,-86.11,
7344,Norway maple,9.40,1031.78,266.20,17.27,9.80,0.64,21.80,1.46,N/A,N/A,10.00,1.11,N/A,3.21,42.77,-86.11,
7345,Norway maple,21.40,4819.98,1699.70,110.25,27.90,1.81,52.00,3.48,N/A,N/A,23.90,2.65,N/A,7.94,42.77,-86.11,
7346,Norway maple,23.70,5883.16,2140.70,138.85,31.80,2.06,57.70,3.86,N/A,N/A,26.50,2.93,N/A,8.85,42.77,-86.11,
7347,Norway maple,14.30,2222.05,684.50,44.40,16.70,1.08,36.40,2.43,N/A,N/A,16.70,1.85,N/A,5.37,42.77,-86.11,
7348,Norway maple,9.60,1070.72,279.20,18.11,10.10,0.66,22.50,1.51,N/A,N/A,10.40,1.15,N/A,3.31,42.77,-86.11,
7349,Norway maple,13.30,1939.16,581.20,37.70,15.20,0.99,33.90,2.27,N/A,N/A,15.60,1.73,N/A,4.98,42.77,-86.11,
7350,Norway maple,9.30,1012.61,260.00,16.86,9.70,0.63,21.60,1.44,N/A,N/A,9.90,1.10,N/A,3.17,42.77,-86.11,
7351,Norway maple,12.80,1805.41,533.50,34.61,14.50,0.94,32.80,2.20,N/A,N/A,15.10,1.67,N/A,4.81,42.77,-86.11,
7352,Norway maple,12.10,1626.76,469.80,30.47,13.50,0.88,30.50,2.04,N/A,N/A,14.00,1.55,N/A,4.47,42.77,-86.11,
7353,Norway maple,10.70,1299.60,356.30,23.11,11.60,0.75,26.20,1.75,N/A,N/A,12.10,1.33,N/A,3.84,42.77,-86.11,
7354,Norway maple,12.70,1779.27,524.10,33.99,14.40,0.93,32.40,2.17,N/A,N/A,14.90,1.65,N/A,4.75,42.77,-86.11,
7355,Norway maple,13.60,2021.88,611.60,39.67,15.70,1.02,34.90,2.33,N/A,N/A,16.00,1.77,N/A,5.12,42.77,-86.11,
7356,Norway maple,13.70,2049.86,621.70,40.32,15.80,1.03,35.20,2.35,N/A,N/A,16.20,1.79,N/A,5.17,42.77,-86.11,
7357,Norway maple,17.20,3158.34,1038.20,67.34,21.10,1.37,41.30,2.76,N/A,N/A,19.00,2.10,N/A,6.23,42.77,-86.11,
7358,Norway maple,18.10,3483.96,1165.00,75.56,22.50,1.46,42.20,2.82,N/A,N/A,19.40,2.15,N/A,6.43,42.77,-86.11,
7359,Norway maple,15.80,2684.81,857.10,55.60,19.00,1.23,39.40,2.63,N/A,N/A,18.10,2.00,N/A,5.86,42.77,-86.11,
7360,Norway maple,15.00,2432.26,762.70,49.47,17.80,1.15,37.90,2.54,N/A,N/A,17.50,1.93,N/A,5.62,42.77,-86.11,
7361,Norway maple,14.40,2251.46,695.50,45.11,16.90,1.09,36.70,2.45,N/A,N/A,16.90,1.87,N/A,5.41,42.77,-86.11,
7362,Norway maple,6.90,488.43,132.90,8.62,6.70,0.43,13.60,0.91,N/A,N/A,6.30,0.69,N/A,2.04,42.77,-86.11,
7363,Norway maple,9.00,956.34,241.60,15.67,9.30,0.60,20.60,1.38,N/A,N/A,9.50,1.05,N/A,3.03,42.77,-86.11,
7364,Norway maple,7.10,642.81,141.70,9.19,6.90,0.45,14.20,0.95,N/A,N/A,6.50,0.72,N/A,2.11,42.77,-86.11,
7365,Norway maple,15.30,2525.43,797.10,51.70,18.20,1.18,38.40,2.57,N/A,N/A,17.70,1.96,N/A,5.71,42.77,-86.11,
7366,Norway maple,21.90,5041.88,1790.90,116.16,28.70,1.86,53.40,3.57,N/A,N/A,24.50,2.71,N/A,8.14,42.78,-86.11,
7367,Norway maple,14.50,2281.08,706.30,45.81,17.00,1.10,36.80,2.46,N/A,N/A,16.90,1.87,N/A,5.44,42.78,-86.11,
7368,Norway maple,13.20,1912.00,571.80,37.09,15.10,0.98,33.90,2.27,N/A,N/A,15.60,1.73,N/A,4.98,42.78,-86.12,
7369,Norway maple,14.60,2310.91,717.50,46.54,17.20,1.11,37.20,2.48,N/A,N/A,17.10,1.89,N/A,5.49,42.78,-86.12,
7370,Norway maple,22.40,5268.91,1884.20,122.21,29.60,1.92,54.40,3.64,N/A,N/A,25.00,2.77,N/A,8.32,42.78,-86.12,
7371,Norway maple,4.00,164.14,39.20,2.54,3.40,0.22,6.20,0.41,N/A,N/A,2.80,0.31,N/A,0.95,42.78,-86.12,
7372,Norway maple,19.30,3943.96,1346.10,87.32,24.50,1.59,42.90,2.87,N/A,N/A,19.70,2.18,N/A,6.63,42.78,-86.12,
7373,Norway maple,12.30,1676.78,487.70,31.63,13.80,0.90,31.30,2.09,N/A,N/A,14.40,1.59,N/A,4.58,42.78,-86.12,
7374,Norway maple,16.50,2916.55,945.40,61.32,20.00,1.30,40.50,2.70,N/A,N/A,18.60,2.06,N/A,6.06,42.78,-86.12,
7375,Norway maple,9.40,1031.78,266.40,17.28,9.80,0.64,22.00,1.47,N/A,N/A,10.10,1.12,N/A,3.23,42.77,-86.12,
7376,Norway maple,16.50,2916.55,945.40,61.32,20.00,1.30,40.50,2.70,N/A,N/A,18.60,2.06,N/A,6.06,42.77,-86.10,
7377,Norway maple,12.90,1831.75,542.60,35.19,14.70,0.95,32.80,2.20,N/A,N/A,15.10,1.67,N/A,4.82,42.77,-86.10,
7378,Norway maple,14.30,2222.05,684.50,44.40,16.70,1.08,36.40,2.43,N/A,N/A,16.70,1.85,N/A,5.37,42.77,-86.11,
7379,Norway maple,11.30,1434.89,402.70,26.12,12.40,0.80,28.10,1.88,N/A,N/A,12.90,1.43,N/A,4.11,42.77,-86.10,
7380,Norway maple,12.00,1602.06,461.50,29.93,13.40,0.87,30.50,2.04,N/A,N/A,14.00,1.55,N/A,4.46,42.77,-86.10,
7381,Norway maple,14.90,2401.62,751.10,48.72,17.60,1.14,37.70,2.52,N/A,N/A,17.40,1.92,N/A,5.58,42.77,-86.10,
7382,Norway maple,23.50,5786.40,2100.20,136.23,31.40,2.04,57.40,3.84,N/A,N/A,26.40,2.92,N/A,8.80,42.77,-86.10,
7383,Norway maple,29.70,9167.09,3564.80,231.23,42.40,2.75,70.20,4.69,N/A,N/A,32.30,3.57,N/A,11.01,42.77,-86.10,
7384,Norway maple,8.50,866.66,212.30,13.77,8.70,0.56,18.80,1.25,N/A,N/A,8.60,0.95,N/A,2.77,42.77,-86.10,
7385,Norway maple,3.40,118.59,27.20,1.76,2.80,0.18,4.90,0.33,N/A,N/A,2.20,0.25,N/A,0.75,42.77,-86.10,
7386,Norway maple,20.10,4267.02,1475.60,95.71,25.80,1.67,43.20,2.89,N/A,N/A,19.90,2.20,N/A,6.75,42.77,-86.10,
7387,Norway maple,21.90,5041.88,1790.90,116.16,28.70,1.86,53.40,3.57,N/A,N/A,24.50,2.71,N/A,8.14,42.77,-86.10,
7388,Norway maple,16.50,2916.55,945.40,61.32,20.00,1.30,40.50,2.70,N/A,N/A,18.60,2.06,N/A,6.06,42.77,-86.10,
7389,Norway maple,10.50,1256.14,341.60,22.16,11.30,0.73,25.60,1.71,N/A,N/A,11.80,1.30,N/A,3.75,42.77,-86.10,
7390,Norway maple,13.40,1966.53,591.30,38.35,15.40,1.00,34.30,2.29,N/A,N/A,15.80,1.75,N/A,5.04,42.77,-86.10,
7391,Norway maple,18.50,3634.01,1223.40,79.36,23.20,1.50,42.40,2.84,N/A,N/A,19.50,2.16,N/A,6.50,42.78,-86.11,
7392,Norway maple,11.70,1529.18,435.60,28.26,13.00,0.84,29.50,1.97,N/A,N/A,13.60,1.50,N/A,4.31,42.78,-86.10,
7393,Norway maple,10.80,1321.63,363.70,23.59,11.70,0.76,26.60,1.78,N/A,N/A,12.20,1.35,N/A,3.89,42.78,-86.10,
7394,Norway maple,10.70,1299.60,356.30,23.11,11.60,0.75,26.20,1.75,N/A,N/A,12.10,1.33,N/A,3.84,42.78,-86.10,
7395,Norway maple,6.50,433.44,116.20,7.54,6.20,0.40,12.30,0.82,N/A,N/A,5.60,0.62,N/A,1.85,42.78,-86.10,
7396,Norway maple,11.00,1366.32,379.00,24.58,12.00,0.78,27.10,1.81,N/A,N/A,12.50,1.38,N/A,3.96,42.78,-86.10,
7397,Norway maple,7.70,733.82,170.20,11.04,7.70,0.50,16.30,1.09,N/A,N/A,7.50,0.83,N/A,2.42,42.78,-86.10,
7398,Norway maple,9.90,1130.68,299.10,19.40,10.50,0.68,23.50,1.57,N/A,N/A,10.80,1.20,N/A,3.45,42.77,-86.10,
7399,Norway maple,20.60,4475.60,1559.20,101.14,26.60,1.72,50.00,3.34,N/A,N/A,23.00,2.54,N/A,7.60,42.77,-86.11,
7400,Norway maple,13.90,2106.43,642.30,41.66,16.10,1.05,35.50,2.37,N/A,N/A,16.30,1.81,N/A,5.23,42.78,-86.11,
7401,Norway maple,20.60,4475.60,1559.80,101.17,26.60,1.72,50.00,3.34,N/A,N/A,23.00,2.54,N/A,7.61,42.78,-86.10,
7402,Norway maple,20.20,4308.33,1492.10,96.78,25.90,1.68,43.20,2.89,N/A,N/A,19.90,2.20,N/A,6.77,42.78,-86.10,
7403,Norway maple,28.50,8451.27,3248.00,210.68,40.20,2.61,68.00,4.55,N/A,N/A,31.30,3.46,N/A,10.62,42.78,-86.10,
7404,Norway maple,8.40,849.34,206.70,13.41,8.50,0.55,18.40,1.23,N/A,N/A,8.50,0.94,N/A,2.72,42.78,-86.10,
7405,Norway maple,17.70,3337.19,1107.70,71.85,21.90,1.42,41.90,2.80,N/A,N/A,19.30,2.13,N/A,6.35,42.78,-86.10,
7406,Norway maple,13.70,2049.86,621.70,40.32,15.80,1.03,35.20,2.35,N/A,N/A,16.20,1.79,N/A,5.17,42.78,-86.10,
7407,Norway maple,22.40,5268.91,1884.80,122.25,29.60,1.92,54.70,3.66,N/A,N/A,25.20,2.78,N/A,8.36,42.78,-86.10,
7408,Norway maple,14.00,2135.03,652.60,42.33,16.30,1.06,35.80,2.39,N/A,N/A,16.50,1.82,N/A,5.27,42.78,-86.10,
7409,Norway maple,18.60,3672.04,1238.70,80.35,23.30,1.51,42.50,2.84,N/A,N/A,19.60,2.16,N/A,6.52,42.78,-86.10,
7410,Norway maple,13.80,2078.04,631.80,40.98,16.00,1.04,35.40,2.36,N/A,N/A,16.30,1.80,N/A,5.20,42.77,-86.10,
