Tree ID,Species Name,DBH,Structural Value,Carbon Storage,,"Gross Carbon
Sequestration",,Avoided Runoff,,Carbon Avoided,,Pollution Removal,,"Energy
Savings","Total Annual
Benefits",xCoordinate,yCoordinate,Comments
,,(in),($),(lb),($),(lb/yr),($/yr),(ft³/yr),($/yr),(lb/yr),($/yr),(oz/yr),($/yr),($/yr),($/yr),,,
7411,Norway maple,3.10,98.59,22.20,1.44,2.50,0.16,4.40,0.30,N/A,N/A,2.00,0.23,N/A,0.68,42.77,-86.11,
7412,Norway maple,10.80,1321.63,363.70,23.59,11.70,0.76,26.40,1.77,N/A,N/A,12.20,1.34,N/A,3.87,42.77,-86.11,
7413,Norway maple,14.80,2371.18,739.60,47.97,17.50,1.13,37.40,2.50,N/A,N/A,17.20,1.90,N/A,5.54,42.77,-86.11,
7414,Norway maple,29.70,9167.09,3564.80,231.23,42.40,2.75,70.20,4.69,N/A,N/A,32.30,3.57,N/A,11.01,42.77,-86.11,
7415,Norway maple,17.20,3158.34,1038.60,67.37,21.10,1.37,41.40,2.77,N/A,N/A,19.00,2.11,N/A,6.24,42.77,-86.11,
7416,Norway maple,17.80,3373.58,1121.80,72.76,22.10,1.43,41.90,2.80,N/A,N/A,19.30,2.13,N/A,6.37,42.77,-86.11,
7417,Norway maple,17.20,3158.34,1038.60,67.37,21.10,1.37,41.40,2.77,N/A,N/A,19.00,2.11,N/A,6.24,42.77,-86.10,
7418,Norway maple,8.10,798.60,190.50,12.36,8.20,0.53,17.50,1.17,N/A,N/A,8.00,0.89,N/A,2.59,42.77,-86.10,
7419,Norway maple,15.00,2432.26,762.70,49.47,17.80,1.15,37.90,2.54,N/A,N/A,17.50,1.93,N/A,5.62,42.77,-86.10,
7420,Norway maple,14.00,2135.03,652.60,42.33,16.30,1.06,35.70,2.39,N/A,N/A,16.40,1.82,N/A,5.26,42.77,-86.10,
7421,Norway maple,9.90,1130.68,299.10,19.40,10.50,0.68,23.50,1.57,N/A,N/A,10.80,1.20,N/A,3.45,42.77,-86.11,
7422,Norway maple,14.60,2310.91,717.50,46.54,17.20,1.11,37.20,2.48,N/A,N/A,17.10,1.89,N/A,5.49,42.78,-86.10,
7423,Norway maple,11.60,1505.30,427.20,27.71,12.80,0.83,29.10,1.94,N/A,N/A,13.40,1.48,N/A,4.25,42.78,-86.10,
7424,Norway maple,14.20,2192.84,673.90,43.71,16.60,1.07,36.20,2.42,N/A,N/A,16.70,1.84,N/A,5.34,42.78,-86.10,
7425,Norway maple,9.60,1070.72,279.20,18.11,10.10,0.66,22.50,1.51,N/A,N/A,10.40,1.15,N/A,3.31,42.78,-86.10,
7426,Norway maple,10.00,1151.08,306.00,19.85,10.60,0.69,24.10,1.61,N/A,N/A,11.10,1.22,N/A,3.52,42.78,-86.10,
7427,Norway maple,11.10,1388.97,387.10,25.11,12.10,0.79,27.70,1.85,N/A,N/A,12.70,1.41,N/A,4.04,42.78,-86.10,
7428,Norway maple,21.10,4689.30,1646.10,106.77,27.40,1.78,51.30,3.43,N/A,N/A,23.60,2.61,N/A,7.81,42.78,-86.10,
7429,Norway maple,16.90,3053.48,998.10,64.74,20.70,1.34,41.00,2.74,N/A,N/A,18.90,2.09,N/A,6.17,42.78,-86.10,
7430,Norway maple,24.60,6328.70,2328.20,151.02,33.30,2.16,59.90,4.00,N/A,N/A,27.60,3.05,N/A,9.22,42.78,-86.10,
7431,Norway maple,19.30,3943.96,1346.10,87.32,24.50,1.59,42.90,2.87,N/A,N/A,19.70,2.18,N/A,6.63,42.78,-86.11,
7432,Norway maple,18.10,3483.96,1165.00,75.56,22.50,1.46,42.20,2.82,N/A,N/A,19.40,2.15,N/A,6.43,42.78,-86.11,
7433,Norway maple,13.60,2021.88,611.60,39.67,15.70,1.02,34.90,2.33,N/A,N/A,16.00,1.77,N/A,5.12,42.78,-86.11,
7434,Norway maple,24.20,6128.63,2243.80,145.54,32.60,2.12,59.10,3.95,N/A,N/A,27.20,3.01,N/A,9.07,42.78,-86.11,
7435,Norway maple,16.50,2916.55,945.40,61.32,20.00,1.30,40.50,2.70,N/A,N/A,18.60,2.06,N/A,6.06,42.78,-86.11,
7436,Norway maple,15.50,2588.57,821.20,53.27,18.50,1.20,38.90,2.60,N/A,N/A,17.90,1.98,N/A,5.78,42.78,-86.11,
7437,Norway maple,14.00,2135.03,652.90,42.35,16.30,1.06,35.90,2.40,N/A,N/A,16.50,1.83,N/A,5.28,42.78,-86.11,
7438,Norway maple,6.90,488.43,133.00,8.62,6.70,0.43,13.80,0.92,N/A,N/A,6.30,0.70,N/A,2.05,42.78,-86.10,
7439,Norway maple,7.10,642.81,141.70,9.19,6.90,0.45,14.30,0.95,N/A,N/A,6.60,0.73,N/A,2.13,42.78,-86.10,
7440,Norway maple,7.50,702.67,160.20,10.39,7.40,0.48,15.40,1.03,N/A,N/A,7.10,0.78,N/A,2.29,42.78,-86.10,
7441,Norway maple,7.80,749.71,175.00,11.35,7.80,0.50,16.50,1.10,N/A,N/A,7.60,0.84,N/A,2.45,42.78,-86.10,
7442,Norway maple,8.40,849.34,206.80,13.41,8.50,0.55,18.60,1.24,N/A,N/A,8.60,0.95,N/A,2.75,42.78,-86.10,
7443,Norway maple,7.40,687.39,155.50,10.09,7.30,0.47,15.20,1.02,N/A,N/A,7.00,0.77,N/A,2.26,42.78,-86.10,
7444,Norway maple,8.00,782.10,185.30,12.02,8.00,0.52,17.10,1.14,N/A,N/A,7.90,0.87,N/A,2.53,42.78,-86.10,
7445,Norway maple,6.60,446.88,120.20,7.80,6.30,0.41,12.60,0.84,N/A,N/A,5.80,0.64,N/A,1.89,42.78,-86.10,
7446,Norway maple,5.70,333.31,86.60,5.62,5.30,0.34,10.20,0.68,N/A,N/A,4.70,0.52,N/A,1.55,42.78,-86.10,
7447,Norway maple,6.30,407.18,108.30,7.03,6.00,0.39,11.80,0.79,N/A,N/A,5.40,0.60,N/A,1.77,42.78,-86.10,
7448,Norway maple,7.00,502.69,137.20,8.90,6.80,0.44,13.80,0.92,N/A,N/A,6.30,0.70,N/A,2.07,42.78,-86.10,
7449,Norway maple,8.00,781.79,185.20,12.01,8.00,0.52,17.20,1.15,N/A,N/A,7.90,0.88,N/A,2.55,42.78,-86.10,
7450,Norway maple,7.70,733.82,170.00,11.03,7.70,0.50,16.30,1.09,N/A,N/A,7.50,0.83,N/A,2.41,42.78,-86.10,
7451,Norway maple,5.70,331.67,86.10,5.59,5.20,0.34,10.10,0.68,N/A,N/A,4.70,0.52,N/A,1.53,42.78,-86.10,
7452,Norway maple,7.10,642.81,141.80,9.20,6.90,0.45,14.50,0.97,N/A,N/A,6.70,0.74,N/A,2.15,42.78,-86.10,
7453,Norway maple,6.50,433.44,116.30,7.54,6.20,0.40,12.40,0.83,N/A,N/A,5.70,0.63,N/A,1.87,42.78,-86.10,
7454,Norway maple,6.40,420.20,112.20,7.28,6.10,0.39,12.10,0.81,N/A,N/A,5.60,0.62,N/A,1.82,42.78,-86.10,
7455,Norway maple,20.10,4267.02,1475.60,95.71,25.80,1.67,43.20,2.89,N/A,N/A,19.90,2.20,N/A,6.75,42.77,-86.10,
7456,Norway maple,28.00,8161.72,3120.50,202.41,39.30,2.55,67.20,4.49,N/A,N/A,30.90,3.42,N/A,10.46,42.78,-86.10,
7457,Norway maple,17.50,3265.03,1079.50,70.02,21.60,1.40,41.70,2.78,N/A,N/A,19.20,2.12,N/A,6.31,42.77,-86.10,
7458,Norway maple,19.00,3826.19,1299.20,84.27,24.00,1.56,42.70,2.86,N/A,N/A,19.70,2.17,N/A,6.59,42.78,-86.10,
7459,Norway maple,20.90,4603.20,1611.20,104.51,27.10,1.76,50.70,3.39,N/A,N/A,23.30,2.58,N/A,7.73,42.77,-86.10,
7460,Norway maple,18.90,3787.35,1283.90,83.28,23.80,1.54,42.70,2.85,N/A,N/A,19.60,2.17,N/A,6.57,42.77,-86.10,
7461,Norway maple,20.50,4433.47,1542.80,100.07,26.40,1.71,49.70,3.32,N/A,N/A,22.90,2.53,N/A,7.56,42.78,-86.10,
7462,Norway maple,16.30,2849.32,919.60,59.65,19.70,1.28,40.20,2.68,N/A,N/A,18.50,2.04,N/A,6.01,42.77,-86.10,
7463,Norway maple,12.10,1626.76,470.00,30.49,13.50,0.88,30.80,2.06,N/A,N/A,14.20,1.57,N/A,4.51,42.77,-86.10,
7464,Norway maple,11.70,1529.18,435.60,28.26,13.00,0.84,29.40,1.96,N/A,N/A,13.50,1.49,N/A,4.30,42.78,-86.10,
7465,Norway maple,18.20,3521.17,1179.40,76.50,22.70,1.47,42.30,2.83,N/A,N/A,19.40,2.15,N/A,6.45,42.78,-86.10,
7466,Norway maple,17.00,3088.23,1011.40,65.60,20.80,1.35,41.10,2.75,N/A,N/A,18.90,2.09,N/A,6.19,42.77,-86.10,
7467,Norway maple,28.60,8509.79,3272.90,212.29,40.40,2.62,68.00,4.55,N/A,N/A,31.30,3.46,N/A,10.63,42.77,-86.10,
7468,Norway maple,10.70,1299.60,356.30,23.11,11.60,0.75,26.40,1.76,N/A,N/A,12.10,1.34,N/A,3.85,42.77,-86.10,
7469,Norway maple,6.30,407.18,108.30,7.02,5.90,0.39,11.70,0.78,N/A,N/A,5.40,0.60,N/A,1.77,42.77,-86.10,
7470,Norway maple,8.50,866.66,212.30,13.77,8.70,0.56,18.80,1.25,N/A,N/A,8.60,0.95,N/A,2.77,42.77,-86.10,
7471,Norway maple,21.90,5041.88,1790.90,116.16,28.70,1.86,53.40,3.57,N/A,N/A,24.50,2.71,N/A,8.14,42.77,-86.10,
7472,Norway maple,12.00,1602.06,461.20,29.92,13.40,0.87,30.50,2.04,N/A,N/A,14.00,1.55,N/A,4.46,42.77,-86.10,
7473,Norway maple,23.70,5883.16,2140.70,138.85,31.80,2.06,58.00,3.87,N/A,N/A,26.70,2.95,N/A,8.89,42.77,-86.10,
7474,Norway maple,17.10,3123.18,1024.70,66.47,21.00,1.36,41.20,2.75,N/A,N/A,18.90,2.10,N/A,6.21,42.78,-86.10,
7475,Norway maple,9.10,974.89,247.70,16.07,9.40,0.61,21.00,1.41,N/A,N/A,9.70,1.07,N/A,3.09,42.78,-86.10,
7476,Norway maple,9.60,1070.72,279.30,18.12,10.10,0.66,22.70,1.52,N/A,N/A,10.50,1.16,N/A,3.33,42.78,-86.10,
7477,Norway maple,19.40,3983.62,1361.80,88.33,24.60,1.60,42.90,2.87,N/A,N/A,19.70,2.18,N/A,6.65,42.77,-86.10,
7478,Norway maple,17.30,3193.70,1052.10,68.24,21.30,1.38,41.50,2.77,N/A,N/A,19.10,2.11,N/A,6.26,42.77,-86.10,
7479,Norway maple,10.00,1151.08,306.00,19.85,10.60,0.69,24.00,1.60,N/A,N/A,11.00,1.22,N/A,3.51,42.77,-86.10,
7480,Norway maple,17.50,3265.03,1079.50,70.02,21.60,1.40,41.60,2.78,N/A,N/A,19.10,2.12,N/A,6.30,42.77,-86.10,
7481,Norway maple,14.80,2371.18,739.90,47.99,17.50,1.13,37.60,2.51,N/A,N/A,17.30,1.91,N/A,5.56,42.77,-86.10,
7482,Norway maple,15.80,2684.81,857.10,55.60,19.00,1.23,39.40,2.63,N/A,N/A,18.10,2.00,N/A,5.86,42.77,-86.10,
7483,Norway maple,14.00,2135.03,652.90,42.35,16.30,1.06,35.90,2.40,N/A,N/A,16.50,1.83,N/A,5.28,42.77,-86.10,
7484,Norway maple,12.80,1805.41,533.50,34.61,14.50,0.94,32.70,2.19,N/A,N/A,15.00,1.66,N/A,4.79,42.77,-86.10,
7485,Norway maple,8.10,798.60,190.50,12.36,8.20,0.53,17.60,1.18,N/A,N/A,8.10,0.90,N/A,2.60,42.77,-86.10,
7486,Norway maple,15.50,2588.57,821.20,53.27,18.50,1.20,38.90,2.60,N/A,N/A,17.90,1.98,N/A,5.78,42.77,-86.10,
7487,Norway maple,23.50,5786.40,2100.20,136.23,31.40,2.04,57.40,3.84,N/A,N/A,26.40,2.92,N/A,8.80,42.77,-86.10,
7488,Norway maple,17.70,3337.19,1107.70,71.85,21.90,1.42,41.90,2.80,N/A,N/A,19.30,2.13,N/A,6.35,42.77,-86.10,
7489,Norway maple,13.70,2049.86,621.70,40.32,15.80,1.03,35.10,2.34,N/A,N/A,16.10,1.78,N/A,5.15,42.77,-86.10,
7490,Norway maple,15.70,2652.53,845.10,54.81,18.80,1.22,39.20,2.62,N/A,N/A,18.00,1.99,N/A,5.83,42.77,-86.10,
7491,Norway maple,9.70,1090.51,285.80,18.54,10.20,0.66,23.00,1.54,N/A,N/A,10.60,1.17,N/A,3.38,42.77,-86.10,
7492,Norway maple,9.40,1031.78,266.40,17.28,9.80,0.64,22.00,1.47,N/A,N/A,10.10,1.12,N/A,3.23,42.77,-86.10,
7493,Norway maple,3.60,132.96,30.90,2.00,3.00,0.19,5.30,0.35,N/A,N/A,2.40,0.27,N/A,0.81,42.77,-86.10,
7494,Norway maple,12.20,1651.66,478.90,31.06,13.70,0.89,31.10,2.08,N/A,N/A,14.30,1.58,N/A,4.55,42.78,-86.12,
7495,Norway maple,9.30,1012.61,259.80,16.85,9.70,0.63,21.50,1.43,N/A,N/A,9.90,1.09,N/A,3.16,42.78,-86.13,
7496,Norway maple,11.00,1366.32,379.40,24.61,12.00,0.78,27.40,1.83,N/A,N/A,12.60,1.40,N/A,4.01,42.77,-86.09,
7497,Norway maple,8.50,866.66,212.50,13.78,8.70,0.56,19.00,1.27,N/A,N/A,8.80,0.97,N/A,2.80,42.77,-86.09,
7498,Norway maple,8.50,866.66,212.40,13.78,8.70,0.56,19.00,1.27,N/A,N/A,8.70,0.97,N/A,2.80,42.77,-86.09,
7499,Norway spruce,13.80,2259.25,522.10,33.86,11.90,0.77,35.50,2.38,N/A,N/A,16.30,1.81,N/A,4.95,42.79,-86.11,
7500,Norway spruce,9.10,1018.21,208.00,13.49,7.10,0.46,16.00,1.07,N/A,N/A,7.30,0.81,N/A,2.34,42.78,-86.07,
7501,Norway spruce,7.70,747.01,144.30,9.36,5.80,0.37,11.90,0.79,N/A,N/A,5.50,0.60,N/A,1.77,42.78,-86.07,
7502,Norway spruce,6.30,458.07,93.30,6.05,4.50,0.29,8.40,0.56,N/A,N/A,3.90,0.43,N/A,1.28,42.78,-86.07,
7503,Norway spruce,7.40,694.77,132.30,8.58,5.50,0.36,11.00,0.74,N/A,N/A,5.10,0.56,N/A,1.65,42.79,-86.07,
7504,Norway spruce,5.40,336.54,67.20,4.36,3.70,0.24,6.70,0.44,N/A,N/A,3.10,0.34,N/A,1.02,42.79,-86.07,
7505,Norway spruce,10.00,1216.42,256.10,16.61,8.00,0.52,19.10,1.28,N/A,N/A,8.80,0.97,N/A,2.77,42.79,-86.07,
7506,Norway spruce,19.10,4269.85,1031.40,66.90,17.80,1.15,42.10,2.82,N/A,N/A,19.40,2.14,N/A,6.11,42.78,-86.10,
7507,Ohio buckeye,2.80,60.32,13.10,0.85,1.80,0.12,3.90,0.26,N/A,N/A,1.80,0.20,N/A,0.58,42.79,-86.12,
7508,Ohio buckeye,2.20,48.94,7.30,0.47,1.30,0.08,3.00,0.20,N/A,N/A,1.40,0.15,N/A,0.43,42.78,-86.07,
7509,Ohio buckeye,3.20,78.79,18.00,1.17,2.10,0.14,4.80,0.32,N/A,N/A,2.20,0.24,N/A,0.70,42.79,-86.07,
7510,Ohio buckeye,3.70,105.33,25.50,1.66,2.60,0.17,5.90,0.39,N/A,N/A,2.70,0.30,N/A,0.86,42.79,-86.07,
7511,Ohio buckeye,3.10,73.94,16.70,1.08,2.00,0.13,4.60,0.31,N/A,N/A,2.10,0.23,N/A,0.67,42.79,-86.07,
7512,Paper birch,12.60,1472.09,590.90,38.33,19.00,1.23,21.70,1.45,N/A,N/A,10.00,1.10,N/A,3.78,42.79,-86.12,
7513,Paper birch,15.20,2027.72,956.70,62.05,25.50,1.65,28.10,1.88,N/A,N/A,12.90,1.43,N/A,4.96,42.79,-86.12,
7514,Paper birch,5.60,241.29,73.60,4.77,5.40,0.35,5.30,0.36,N/A,N/A,2.40,0.27,N/A,0.98,42.79,-86.13,
7515,Paper birch,6.90,366.32,125.80,8.16,7.50,0.48,7.50,0.50,N/A,N/A,3.40,0.38,N/A,1.36,42.79,-86.13,
7516,Paper birch,6.50,325.08,107.90,7.00,6.80,0.44,6.70,0.45,N/A,N/A,3.10,0.34,N/A,1.23,42.79,-86.13,
7517,Paper birch,7.00,377.01,130.60,8.47,7.60,0.49,7.80,0.52,N/A,N/A,3.60,0.40,N/A,1.41,42.79,-86.13,
7518,Paper birch,11.80,1322.04,499.30,32.38,17.20,1.11,19.60,1.31,N/A,N/A,9.00,1.00,N/A,3.42,42.77,-86.10,
7519,Paperbark maple,1.50,53.02,4.50,0.29,1.00,0.07,2.00,0.14,N/A,N/A,0.90,0.10,N/A,0.31,42.77,-86.10,
7520,Pawpaw,5.50,247.48,67.80,4.40,4.60,0.30,7.90,0.53,N/A,N/A,3.60,0.40,N/A,1.23,42.77,-86.11,
7521,Chinese lilac,5.20,221.21,54.70,3.55,4.00,0.26,1.70,0.12,N/A,N/A,0.80,0.09,N/A,0.47,42.78,-86.11,
7522,Chinese lilac,6.50,345.65,93.20,6.05,5.50,0.36,2.10,0.14,N/A,N/A,1.00,0.11,N/A,0.61,42.78,-86.12,
7523,Pin oak,32.50,9454.16,5997.20,389.00,71.50,4.64,55.00,3.68,N/A,N/A,25.30,2.80,N/A,11.12,42.78,-86.10,
7524,Pin oak,1.90,57.09,4.80,0.31,1.00,0.07,1.80,0.12,N/A,N/A,0.80,0.09,N/A,0.28,42.79,-86.06,
7525,Pin oak,1.70,57.09,3.60,0.24,0.90,0.06,1.70,0.11,N/A,N/A,0.80,0.08,N/A,0.25,42.79,-86.07,
7526,Pin oak,29.70,8099.75,4781.80,310.16,62.40,4.05,49.10,3.28,N/A,N/A,22.60,2.50,N/A,9.82,42.80,-86.06,
7527,Pin oak,5.60,281.50,72.40,4.69,5.00,0.33,6.00,0.40,N/A,N/A,2.80,0.30,N/A,1.03,42.78,-86.07,
7528,Pin oak,8.10,777.32,182.80,11.86,8.80,0.57,10.60,0.71,N/A,N/A,4.90,0.54,N/A,1.82,42.78,-86.07,
7529,Pin oak,7.10,641.00,131.30,8.52,7.20,0.47,8.60,0.57,N/A,N/A,3.90,0.44,N/A,1.48,42.78,-86.07,
7530,Pin oak,9.20,947.99,251.70,16.33,10.60,0.69,13.00,0.87,N/A,N/A,6.00,0.66,N/A,2.22,42.79,-86.07,
7531,Pin oak,8.60,852.21,212.50,13.78,9.60,0.62,11.70,0.78,N/A,N/A,5.40,0.59,N/A,2.00,42.79,-86.07,
7532,Pin oak,8.90,899.29,231.60,15.02,10.10,0.66,12.30,0.82,N/A,N/A,5.70,0.63,N/A,2.10,42.79,-86.07,
7533,Pin oak,8.80,883.42,225.10,14.60,9.90,0.64,12.10,0.81,N/A,N/A,5.60,0.61,N/A,2.07,42.79,-86.07,
7534,Pin oak,8.70,867.72,218.70,14.19,9.80,0.63,11.80,0.79,N/A,N/A,5.40,0.60,N/A,2.03,42.79,-86.07,
7535,Pin oak,1.70,57.09,3.60,0.24,0.90,0.06,1.70,0.11,N/A,N/A,0.80,0.08,N/A,0.25,42.77,-86.12,
7536,Pin oak,1.80,57.09,4.20,0.27,0.90,0.06,1.70,0.11,N/A,N/A,0.80,0.08,N/A,0.26,42.77,-86.12,
7537,Pin oak,16.10,2513.58,1026.40,66.58,24.70,1.60,21.50,1.44,N/A,N/A,9.90,1.10,N/A,4.14,42.77,-86.12,
7538,Pin oak,27.60,7020.59,3976.80,257.95,55.80,3.62,44.60,2.98,N/A,N/A,20.50,2.27,N/A,8.87,42.78,-86.11,
7539,Pin oak,29.50,7993.56,4701.80,304.98,61.80,4.01,48.90,3.27,N/A,N/A,22.50,2.49,N/A,9.76,42.78,-86.11,
7540,Pin oak,1.90,57.09,4.80,0.31,1.00,0.07,1.80,0.12,N/A,N/A,0.80,0.09,N/A,0.28,42.77,-86.11,
7541,Pin oak,13.10,1727.96,611.60,39.67,18.10,1.17,21.30,1.43,N/A,N/A,9.80,1.09,N/A,3.68,42.77,-86.11,
7542,Pin oak,15.70,2399.50,963.70,62.51,23.80,1.54,20.90,1.40,N/A,N/A,9.60,1.06,N/A,4.00,42.77,-86.11,
7543,Pin oak,18.00,3094.64,1359.00,88.15,29.20,1.90,25.30,1.69,N/A,N/A,11.60,1.28,N/A,4.87,42.77,-86.12,
7544,Pin oak,16.60,2660.21,1108.60,71.91,25.90,1.68,22.50,1.50,N/A,N/A,10.30,1.14,N/A,4.32,42.77,-86.12,
7545,Pin oak,18.90,3392.47,1536.20,99.65,31.50,2.04,27.00,1.80,N/A,N/A,12.40,1.37,N/A,5.22,42.77,-86.11,
7546,Pin oak,30.80,8520.55,5239.50,339.85,65.90,4.28,51.50,3.44,N/A,N/A,23.70,2.62,N/A,10.34,42.77,-86.11,
7547,Pin oak,29.60,8046.57,4742.00,307.59,62.10,4.03,49.10,3.28,N/A,N/A,22.60,2.50,N/A,9.80,42.77,-86.11,
7548,Pin oak,1.30,57.09,1.90,0.12,0.60,0.04,1.40,0.09,N/A,N/A,0.60,0.07,N/A,0.20,42.77,-86.11,
7549,Pin oak,31.30,8797.44,5456.30,353.92,67.60,4.38,52.70,3.52,N/A,N/A,24.20,2.68,N/A,10.59,42.77,-86.11,
7550,Pin oak,2.20,57.09,6.90,0.45,1.30,0.08,2.10,0.14,N/A,N/A,0.90,0.10,N/A,0.32,42.78,-86.11,
7551,Pin oak,1.70,57.09,3.60,0.24,0.90,0.06,1.60,0.11,N/A,N/A,0.70,0.08,N/A,0.25,42.77,-86.12,
7552,Pin oak,2.20,57.09,6.90,0.45,1.30,0.08,2.00,0.13,N/A,N/A,0.90,0.10,N/A,0.31,42.77,-86.12,
7553,Pin oak,17.00,2780.75,1176.80,76.33,26.80,1.74,23.30,1.56,N/A,N/A,10.70,1.19,N/A,4.48,42.77,-86.10,
7554,Pin oak,14.00,1946.70,722.80,46.88,20.00,1.30,18.00,1.20,N/A,N/A,8.30,0.92,N/A,3.42,42.77,-86.10,
7555,Pin oak,2.20,57.09,6.90,0.45,1.30,0.08,2.00,0.13,N/A,N/A,0.90,0.10,N/A,0.32,42.77,-86.10,
7556,Pin oak,2.90,75.49,13.90,0.90,1.90,0.12,2.60,0.17,N/A,N/A,1.20,0.13,N/A,0.43,42.77,-86.10,
7557,Pin oak,2.40,57.09,8.60,0.56,1.40,0.09,2.20,0.15,N/A,N/A,1.00,0.11,N/A,0.35,42.77,-86.11,
7558,Pin oak,2.30,57.09,7.80,0.50,1.40,0.09,2.10,0.14,N/A,N/A,1.00,0.11,N/A,0.34,42.77,-86.11,
7559,Pin oak,1.80,57.09,4.20,0.27,0.90,0.06,1.70,0.11,N/A,N/A,0.80,0.09,N/A,0.26,42.78,-86.11,
7560,Pin oak,1.60,57.09,3.10,0.20,0.80,0.05,1.60,0.11,N/A,N/A,0.70,0.08,N/A,0.24,42.77,-86.10,
7561,Pin oak,1.50,57.09,2.70,0.17,0.70,0.05,1.50,0.10,N/A,N/A,0.70,0.08,N/A,0.23,42.77,-86.10,
7562,Pin oak,4.60,189.94,44.10,2.86,3.80,0.24,4.50,0.30,N/A,N/A,2.10,0.23,N/A,0.77,42.77,-86.10,
7563,Pin oak,11.10,1293.89,403.30,26.16,14.10,0.91,17.10,1.15,N/A,N/A,7.90,0.87,N/A,2.93,42.77,-86.09,
7564,Sycamore maple,7.60,706.92,171.20,11.11,7.70,0.50,16.30,1.09,N/A,N/A,7.50,0.83,N/A,2.42,42.79,-86.12,
7565,Sycamore maple,6.60,391.02,124.40,8.07,6.50,0.42,13.30,0.89,N/A,N/A,6.10,0.68,N/A,1.99,42.79,-86.12,
7566,Sycamore maple,50.00,17779.50,11936.00,774.21,46.50,3.01,120.60,8.06,N/A,N/A,55.50,6.14,N/A,17.22,42.78,-86.09,
7567,Sycamore maple,26.80,6630.29,2972.40,192.80,38.60,2.50,60.50,4.04,N/A,N/A,27.80,3.08,N/A,9.63,42.78,-86.09,
7568,Sycamore maple,25.30,5929.42,2608.90,169.22,35.90,2.33,56.80,3.79,N/A,N/A,26.10,2.89,N/A,9.01,42.78,-86.09,
7569,Sycamore maple,14.00,1946.70,682.00,44.24,16.80,1.09,33.00,2.21,N/A,N/A,15.20,1.68,N/A,4.97,42.79,-86.06,
7570,Sycamore maple,19.60,3634.17,1462.10,94.84,25.80,1.68,42.40,2.83,N/A,N/A,19.50,2.15,N/A,6.66,42.79,-86.06,
7571,Cherry plum,5.60,161.32,77.40,5.02,5.40,0.35,6.00,0.40,N/A,N/A,2.80,0.31,N/A,1.06,42.77,-86.12,
7572,Water birch,17.60,2799.89,1270.30,82.40,28.00,1.82,30.90,2.07,N/A,N/A,14.20,1.57,N/A,5.46,42.79,-86.12,
7573,Water birch,9.90,1036.50,307.90,19.97,12.10,0.79,15.50,1.03,N/A,N/A,7.10,0.79,N/A,2.61,42.79,-86.12,
7574,Water birch,13.20,1671.32,625.10,40.54,18.40,1.19,23.50,1.57,N/A,N/A,10.80,1.20,N/A,3.96,42.79,-86.13,
7575,Water birch,13.20,1671.32,625.10,40.54,18.40,1.19,23.50,1.57,N/A,N/A,10.80,1.20,N/A,3.96,42.79,-86.13,
7576,Water birch,10.20,1086.71,331.30,21.49,12.60,0.82,16.30,1.09,N/A,N/A,7.50,0.83,N/A,2.73,42.79,-86.13,
7577,Water birch,10.70,1173.74,372.70,24.18,13.60,0.88,17.50,1.17,N/A,N/A,8.00,0.89,N/A,2.94,42.79,-86.13,
7578,Water birch,17.00,2627.00,1166.20,75.64,26.60,1.73,30.30,2.03,N/A,N/A,13.90,1.54,N/A,5.30,42.79,-86.13,
7579,Water birch,14.80,2044.40,828.60,53.75,21.80,1.41,26.90,1.80,N/A,N/A,12.40,1.37,N/A,4.57,42.78,-86.12,
7580,Water birch,16.90,2598.77,1149.30,74.55,26.40,1.71,30.10,2.01,N/A,N/A,13.90,1.53,N/A,5.26,42.78,-86.12,
7581,Eastern redbud,10.00,1045.20,279.70,18.14,10.50,0.68,16.00,1.07,N/A,N/A,7.40,0.82,N/A,2.57,42.79,-86.11,
7582,Eastern red cedar,1.90,57.09,7.80,0.51,0.60,0.04,1.60,0.11,N/A,N/A,0.70,0.08,N/A,0.23,42.79,-86.07,
7583,Eastern red cedar,1.90,57.09,7.80,0.51,0.60,0.04,1.60,0.11,N/A,N/A,0.70,0.08,N/A,0.23,42.79,-86.07,
7584,Eastern red cedar,1.90,57.09,7.80,0.51,0.60,0.04,1.60,0.11,N/A,N/A,0.70,0.08,N/A,0.23,42.79,-86.07,
7585,Red maple,6.50,379.26,106.60,6.91,6.20,0.40,11.30,0.75,N/A,N/A,5.20,0.57,N/A,1.73,42.78,-86.12,
7586,Red maple,5.90,312.47,84.80,5.50,5.40,0.35,9.70,0.65,N/A,N/A,4.50,0.49,N/A,1.49,42.78,-86.13,
7587,Red maple,6.50,379.26,106.60,6.91,6.20,0.40,11.30,0.75,N/A,N/A,5.20,0.57,N/A,1.73,42.78,-86.13,
7588,Red maple,5.60,281.50,74.90,4.86,5.00,0.33,8.90,0.59,N/A,N/A,4.10,0.45,N/A,1.37,42.78,-86.13,
7589,Red maple,2.70,65.44,13.30,0.87,1.90,0.12,3.40,0.22,N/A,N/A,1.50,0.17,N/A,0.52,42.78,-86.12,
7590,Red maple,6.60,391.02,110.50,7.17,6.30,0.41,11.50,0.77,N/A,N/A,5.30,0.58,N/A,1.76,42.78,-86.12,
7591,Red maple,10.00,1085.74,295.20,19.15,11.00,0.72,21.20,1.42,N/A,N/A,9.80,1.08,N/A,3.22,42.78,-86.12,
